id,name,lat,lon,radius
1,None,59.4095211,5.24785873,
2,None,59.41222713,5.24206075,
3,None,59.41596493,5.23630737,
4,None,59.42538805,5.22663018,
5,Bramsflua,59.46814508,5.15631383,0.70
6,Kvaloeytaai,59.41588239,5.1574496,
7,Middagsnes,59.3726682,5.10435445,
8,Svortingen,59.25442045,5.09480562,
9,Skallane,59.12389938,5.14593241,
10,Geitungen,59.10633076,5.24267426,
11,Sveinane,59.10741116,5.46458765,0.10
