id,name,lat,lon,radius
32,Skotemedgrunnen,58.79531973,5.39650212,
2,Feistein pilotboarding,58.85414892,5.51532601,1.00
3,Midtfjaera,58.92870516,5.54696341,1.00
29,Vistnestangen,58.97875881,5.55315073,1.00
4,Boeskjenane,59.01206425,5.53961858,1.00
24,Bragen,59.03717101,5.54017967,1.00
22,Bragen,59.06251236,5.57026848,1.00
30,Mekjarvik,59.02928999,5.62065085,1.00
31,Dusaviga,59.00260332,5.68410413,1.00
33,None,58.98616667,5.7116,1.00
7,StavangerWest,58.97757596,5.72596554,1.00
