id,name,lat,lon,radius
4,Stavanger,58.97756611,5.72598921,
18,Ulsnesgrunnen,58.98633212,5.71134896,1.00
19,Dusaviga,59.0034202,5.69128408,1.00
5,Mekjarvik,59.03169439,5.62475297,1.00
6,Bragen,59.06223487,5.57044147,1.00
7,Bragen,59.03719746,5.53981905,1.00
21,None,59.01186667,5.53968815,1.00
20,Bjoernaflua,58.97867789,5.55214898,1.00
17,Midtfjaera,58.92876049,5.54681321,1.00
10,Soerskot,58.86141213,5.50703709,1.00
12,Skotemedgrunnen,58.7985905,5.38983562,1.00
